# vertex,pagerank
3509,0.000723731
351,0.0016289846
3510,0.0004592841
3511,0.0004227128
3512,0.0004056117
3513,0.0003963176
3514,0.0004997698
3515,0.0007927502
3516,0.0012820631
3517,0.000935181
3518,0.000576459
352,0.0017184966
3520,0.0004109201
3521,0.0004344176
3522,0.0004098974
3523,0.0005023284
3524,0.0005482772
3525,0.0003206789
3526,0.0009223329
3527,0.0002157225
3528,0.0004960008
3529,0.0007617901
353,0.0014908323
3530,0.0008214978
3531,0.0003720805
3532,0.0006667668
3533,0.0003809108
3534,0.0004922235
3535,0.0003521369
3536,0.000441791
3537,0.0003240601
3538,0.000380796
3539,0.000357301
354,0.001169945
3540,0.0003074434
3541,0.0003088123
3542,0.0004721318
3544,0.0003776762
3545,0.0003533754
3546,0.000287349
3547,0.0005628742
3548,0.0002284322
3549,0.0004012554
355,0.0020011398
3551,0.0003420173
3552,0.0004270598
3553,0.0004929806
3554,0.0003565726
3555,0.0006183456
3556,0.0006425128
3557,0.0001789801
3558,0.0003821128
3559,0.0001987602
356,0.0014734751
3560,0.000444574
3561,0.0004302216
3562,0.0004043708
3563,0.0004102184
3564,0.0004995197
3565,0.0002783802
3566,0.000432739
3567,0.0002278173
3568,0.0005769158
3569,0.0003593746
357,0.0018247887
3570,0.0007501276
3571,0.0003156814
3572,0.000460608
3573,0.0004038176
3574,0.0002939272
3575,0.0003762444
3576,0.0005432728
3577,0.0003209001
3578,0.0002459902
3579,0.000221558
358,0.0021636107
3580,0.000397877
3581,0.0004088811
3582,0.0002991924
3583,0.0002648523
3584,0.0003577034
3585,0.000282314
3586,0.0003042156
3587,0.0002619532
3588,0.0007272215
3589,0.0005130906
359,0.0022952147
3590,0.0002441266
3591,0.0005711338
3592,0.0005907432
3593,0.0016815286
3594,0.0004791078
3595,0.0005928562
3596,0.0002067399
3597,0.0003177666
3598,0.0003428852
3599,0.0006049698
360,0.0018019506
3601,0.0002447392
3602,0.0007360463
3603,0.0005379193
3604,0.0002124674
3605,0.0006796128
3606,0.0002638404
3607,0.0001789801
3609,0.0005434198
361,0.002148945
3610,0.0005834569
3611,0.000527924
3612,0.0003387396
3613,0.0004203254
3614,0.0006387546
3615,0.0003604239
3616,0.000776297
3617,0.0004266593
3618,0.0003510456
3619,0.0006937845
362,0.001620439
3620,0.0002320688
3621,0.0003820516
3622,0.0002405272
3623,0.0002380218
3625,0.0003456916
363,0.0017292444
3632,0.0007072354
3635,0.0006389528
3636,0.0001789801
3637,0.0004541831
364,0.0010495352
3641,0.0008745536
3642,0.0002818256
3643,0.0005885714
3644,0.0002970558
3646,0.0001987602
3647,0.0002062036
3648,0.0002772688
3649,0.000201729
365,0.0013699863
3654,0.0002639409
366,0.001683243
367,0.0015970003
368,0.0023983996
369,0.0018037352
372,0.0009772044
373,0.0010023909
375,0.0017731364
376,0.0017246798
377,0.0022081453
379,0.0020916592
380,0.00209205
382,0.002284128
383,0.001980504
384,0.001620668
385,0.0021248518
386,0.0021558101
387,0.0026255064
388,0.001933826
389,0.0017545362
390,0.001551008
391,0.0019060858
392,0.00183169
393,0.0015508096
394,0.0018035632
395,0.0016834978
396,0.0017310237
397,0.0012888749
398,0.0018222098
399,0.0012014674
400,0.001204623
401,0.0022984496
402,0.0025997001
403,0.001880949
404,0.0014390899
405,0.0021189337
406,0.0017035886
407,0.0012300537
408,0.0012568037
409,0.0011449811
410,0.0023124998
411,0.0014489505
412,0.002567163
414,0.0018302964
415,0.0017523202
416,0.0013619686
417,0.0024169658
418,0.0013535261
419,0.0009638062
420,0.0013163018
421,0.0007985904
422,0.0018960212
423,0.0017362176
426,0.0025264223
427,0.0015241343
428,0.0022473326
430,0.002465298
431,0.000469005
432,0.002370276
433,0.0021490047
434,0.0019304758
435,0.0024897752
436,0.0011044601
437,0.0012889546
438,0.00216749
439,0.0020897393
440,0.0019297783
441,0.0019622487
442,0.0024493106
443,0.0008144193
444,0.0022023167
445,0.0022277469
446,0.0022218118
447,0.0018842922
448,0.0019446476
449,0.0016733883
450,0.0021060403
453,0.0020024679
454,0.001814589
455,0.0020293377
456,0.0018905282
457,0.002445997
458,0.0022002722
459,0.0024720884
460,0.0021169826
461,0.0021477183
462,0.0021000607
463,0.0016162697
464,0.0010373151
465,0.002287164
466,0.0022439358
467,0.0024536625
468,0.0021436089
469,0.001894596
470,0.0018805842
471,0.0019747985
472,0.0023843814
473,0.0022644775
474,0.0023082017
475,0.0017571856
476,0.0020879365
477,0.0022579252
478,0.0018997953
479,0.002172144
480,0.0017135728
481,0.0019267864
482,0.0020463425
483,0.0020832114
484,0.0021297783
485,0.0019787734
486,0.002250388
487,0.0019603048
488,0.0019514366
489,0.001507198
490,0.0023523755
491,0.0021353432
492,0.002125587
493,0.00163192
494,0.002014655
495,0.0019364615
496,0.0021256537
497,0.0028895095
498,0.0019169023
499,0.002697883
500,0.0019641982
501,0.0020039568
502,0.0015733779
503,0.002156276
504,0.0022060263
505,0.002167519
507,0.0022794171
508,0.0020334858
509,0.0020461408
510,0.0015570385
511,0.0019668476
512,0.0013646357
513,0.0016698209
514,0.0024233363
515,0.0018303646
516,0.0017024982
517,0.002291196
518,0.0024196662
519,0.0029127526
520,0.0021606465
521,0.0019089056
522,0.001972653
523,0.0023317502
524,0.0021972817
525,0.001869458
526,0.002122734
527,0.0021395993
528,0.0022659155
529,0.002111652
530,0.0020392458
531,0.0021508571
532,0.002760585
533,0.0018904007
534,0.0014850167
536,0.0020037994
537,0.002342323
538,0.0010137387
539,0.002484318
540,0.0021812133
545,0.0021183304
546,0.0022495736
72,0.0020211234
79,0.0019009694
82,0.0011137616
83,0.0023023218
