# vertex,pagerank
3111,0.000757529
3438,0.000753345
3076,0.000752608
3570,0.000750128
3386,0.000748248
3381,0.000746029
3432,0.000740516
3041,0.000739645
3341,0.000739238
3602,0.000736046
218,0.000735568
3105,0.000733404
3284,0.000732584
3588,0.000727222
3347,0.000725711
3057,0.000724634
3509,0.000723731
3390,0.000720676
3311,0.00071616
3370,0.000713675
3344,0.000712134
3413,0.000707927
3632,0.000707235
3356,0.000706342
3283,0.00070555
3454,0.000705453
3316,0.000704246
3047,0.000702687
3325,0.000697839
3046,0.00069741
3310,0.000697003
3619,0.000693785
3478,0.00069274
2001,0.000691637
3486,0.00069144
3084,0.000690918
3245,0.000688255
3249,0.00068802
3464,0.000687642
3072,0.000686171
3328,0.000685847
3348,0.000685599
3050,0.000682933
3127,0.000680032
3605,0.000679613
3313,0.000678128
3345,0.000677702
3294,0.000676291
3241,0.000675281
3056,0.000673611
3343,0.000672283
3095,0.000667244
3532,0.000666767
3246,0.00066316
3353,0.000663113
3379,0.000662339
3306,0.000659307
3405,0.000651888
3265,0.000650238
3430,0.000645503
3070,0.000645071
3556,0.000642513
3425,0.000642447
3063,0.000639022
3635,0.000638953
3614,0.000638755
3303,0.000637981
3388,0.000633167
3062,0.000624732
3387,0.000619154
3555,0.000618346
3053,0.00061174
3371,0.000611594
3054,0.000607868
3399,0.000606145
3599,0.00060497
3297,0.000604853
3254,0.000602704
3154,0.000602098
3153,0.000601169
3179,0.000599621
3479,0.000595841
3340,0.000593192
3595,0.000592856
3355,0.000591999
3592,0.000590743
3065,0.000590449
3643,0.000588571
3375,0.000584107
3610,0.000583457
3060,0.000579208
3568,0.000576916
3120,0.000576741
3518,0.000576459
3181,0.000575844
3069,0.000574233
3044,0.000572907
3455,0.000571661
3591,0.000571134
3322,0.00057087
3363,0.000565032
3547,0.000562874
3392,0.000559819
3493,0.000558423
3359,0.000554684
3342,0.000553194
3048,0.000553169
3457,0.000552721
3476,0.000551802
3123,0.000549652
3524,0.000548277
3075,0.000544828
3609,0.00054342
3576,0.000543273
3317,0.000542663
3234,0.000539079
3603,0.000537919
3264,0.00053422
3358,0.000531672
3611,0.000527924
3128,0.000525149
3338,0.000522794
3452,0.000516496
3043,0.000515867
3391,0.000514888
3589,0.000513091
119,0.000511693
3424,0.000511327
3497,0.000511046
3401,0.000507896
3369,0.000506574
3061,0.000504859
3523,0.000502328
3514,0.00049977
3564,0.00049952
3296,0.000498425
3528,0.000496001
3553,0.000492981
3534,0.000492224
3494,0.000491312
3332,0.000490465
3059,0.000487664
3326,0.000483479
3594,0.000479108
3098,0.000474501
3449,0.000473261
3542,0.000472132
431,0.000469005
3572,0.000460608
3510,0.000459284
3421,0.000457661
3496,0.000454845
3302,0.000454325
3637,0.000454183
3138,0.000451625
3560,0.000444574
3536,0.000441791
3521,0.000434418
3566,0.000432739
3445,0.000432678
3393,0.000430631
3309,0.000430524
3561,0.000430222
3099,0.000429017
3552,0.00042706
3617,0.000426659
3097,0.000424498
3511,0.000422713
3613,0.000420325
3437,0.000420174
3492,0.000415725
3219,0.000410936
3520,0.00041092
2005,0.00041033
3563,0.000410218
3508,0.000410061
3522,0.000409897
3581,0.000408881
3512,0.000405612
3562,0.000404371
3573,0.000403818
3549,0.000401255
3287,0.000401244
3580,0.000397877
3513,0.000396318
3489,0.000390806
3502,0.000390291
3558,0.000382113
3621,0.000382052
3114,0.000380995
3533,0.000380911
3538,0.000380796
3149,0.000380425
3469,0.000379889
3544,0.000377676
3575,0.000376244
3504,0.000373974
3531,0.000372081
3441,0.000372059
3330,0.000366518
3327,0.000366091
3490,0.000365635
3089,0.000364531
3615,0.000360424
3569,0.000359375
3584,0.000357703
3539,0.000357301
3554,0.000356573
3337,0.000354819
3545,0.000353375
3535,0.000352137
3618,0.000351046
3625,0.000345692
3456,0.000344021
3352,0.000343525
3598,0.000342885
3551,0.000342017
3395,0.000341084
3612,0.00033874
3257,0.000335522
3237,0.000331839
3333,0.000329899
3477,0.000329426
3500,0.000324863
3537,0.00032406
3577,0.0003209
3525,0.000320679
3597,0.000317767
3571,0.000315681
3499,0.000314958
3394,0.00031238
3252,0.000311797
3253,0.000311797
3541,0.000308812
3540,0.000307443
3586,0.000304216
3501,0.000300456
3291,0.000299803
3582,0.000299192
255,0.000298537
3644,0.000297056
3574,0.000293927
3546,0.000287349
3585,0.000282314
3642,0.000281826
3565,0.00027838
3648,0.000277269
3229,0.000266826
3503,0.000266627
3583,0.000264852
3654,0.000263941
3606,0.00026384
3587,0.000261953
3133,0.000261764
3491,0.000259072
3578,0.00024599
3601,0.000244739
3590,0.000244127
3622,0.000240527
3623,0.000238022
3505,0.000235592
3495,0.000234081
3498,0.000233049
3620,0.000232069
3548,0.000228432
3567,0.000227817
3579,0.000221558
3527,0.000215723
3604,0.000212467
3019,0.00021214
3596,0.00020674
3647,0.000206204
3250,0.000205268
3649,0.000201729
3559,0.00019876
3646,0.00019876
3468,0.000197344
3017,0.000191115
3240,0.000184402
3014,0.00017898
3450,0.00017898
3485,0.00017898
3506,0.00017898
3557,0.00017898
3607,0.00017898
3636,0.00017898
